subject_prefix,course_number,title,class_level
AUD,6310,Advanced Clinical Audiology,Graduate
AUD,6311,Diagnostic Audiology,Graduate
AUD,6314,Instrumentation,Graduate
AUD,6316,Audiologic Rehabilitation for Adults,Graduate
AUD,6318,Pediatric Audiology,Graduate
AUD,6352,Medical Audiology,Graduate
AUD,6V20,Laboratory Procedures in Audiology and Hearing Science,Graduate
AUD,7110,Tinnitus,Graduate
AUD,7182,Issues in Mentoring and Counseling,Graduate
AUD,7205,Auditory Pharmacology,Graduate
AUD,7220,Tinnitus,Graduate
AUD,7228,Hearing Loss Prevention,Graduate
AUD,7240,Auditory Processing Disorders,Graduate
AUD,7250,Issues in Mentoring and Counseling,Graduate
AUD,7253,Clinical Electrophysiology,Graduate
AUD,7280,Doctoral Practicum in Audiology,Graduate
AUD,7282,Issues in Mentoring and Counseling,Graduate
AUD,7310,Professional Issues in Audiology,Graduate
AUD,7321,Theories of Amplification,Graduate
AUD,7324,Seminar in Cochlear Implants and Technology for Persons with Hearing Impairments,Graduate
AUD,7325,Intensive Auditory Rehabilitation for Adult Hearing Loss,Graduate
AUD,7326,Aural Habilitation of Children with Hearing Impairments,Graduate
AUD,7327,Evaluation and Fitting of Amplification Systems,Graduate
AUD,7338,Research in Audiology,Graduate
AUD,7351,Physiologic Assessment of Vestibular System,Graduate
AUD,7352,Advanced Diagnostics of Auditory and Balance Disorder,Graduate
AUD,7353,Clinical Electrophysiology,Graduate
AUD,7360,Planning Audiology Services in Developing Countries,Graduate
AUD,7V82,Special Topics in Hearing Science and Audiology  - Tinnitus,Graduate
AUD,7V98,Directed Study in Audiology and Hearing Science  - Path Methods,Graduate
AUD,8V80,Individual Research in Audiology,Graduate
AUD,8V97,Doctoral Internship in Audiology,Graduate
BA,1100,Business Basics,Undergraduate
BA,1310,Making Choices in Free Market Systems,Undergraduate
BA,1320,Business in a Global World,Undergraduate
BA,3100,Professional Development,Undergraduate
BA,3200,Introduction to Business Professional Development and Business Communication,Undergraduate
BA,3300,Advanced Topics in Capitalism  Ideas and Challenges That Shape Our World,Undergraduate
BA,3350,Defining Research for Knowledge and Innovation,Undergraduate
BA,4090,Management Internship,Undergraduate
BA,4095,Social Sector Engagement and Community Outreach Practicum,Undergraduate
BA,4101,Careers in Management,Undergraduate
BA,4299,Thesis Research Methods and Writing Seminar,Undergraduate
BA,4V00,Special Topics  - Intro Compa Inst Prod and Dist,Undergraduate
BA,4V90,Management Internship,Undergraduate
BA,4V98,Career Development Project,Undergraduate
BBSU,1100,First Year Seminar,Undergraduate
BBSU,3310,Community-Based Service Learning,Undergraduate
BCOM,1300,Introduction to Professionalism and Communication in Business,Undergraduate
BCOM,3100,Professional Development,Undergraduate
BCOM,3200,Introduction to Business Professional Development and Business Communication,Undergraduate
BCOM,3300,Professionalism and Communication in Business,Undergraduate
BCOM,3310,Business Communication,Undergraduate
BCOM,4300,Managing Communications in Business,Undergraduate
BCOM,4350,Advanced Business Communication,Undergraduate
BIMS,3336,Bioinformatics,Undergraduate
BIOL,1318,Human Genetics,Undergraduate
BIOL,1V00,Topics in Biological Sciences  - The Power of Narrative,Undergraduate
BIOL,2111,Introduction to Modern Biology Workshop I,Undergraduate
BIOL,2112,Introduction to Modern Biology Workshop II,Undergraduate
BIOL,2281,Introductory Biology Laboratory,Undergraduate
BIOL,2311,Introduction to Modern Biology I,Undergraduate
BIOL,2312,Introduction to Modern Biology II,Undergraduate
BIOL,2350,Biological Basis of Health and Disease,Undergraduate
BIOL,2V01,Topics in Biological Sciences with Lab  - Sea-phages,Undergraduate
BIOL,3101,Classical and Molecular Genetics Workshop,Undergraduate
BIOL,3102,Eukaryotic Molecular and Cell Biology Workshop,Undergraduate
BIOL,3161,Biochemistry Workshop I,Undergraduate
BIOL,3162,Biochemistry Workshop II,Undergraduate
BIOL,3203,Introduction to Microbiology Lab,Undergraduate
BIOL,3301,Classical and Molecular Genetics,Undergraduate
BIOL,3302,Eukaryotic Molecular and Cell Biology,Undergraduate
BIOL,3303,Introduction to Microbiology,Undergraduate
BIOL,3312,Introduction to Programming for Biological Sciences,Undergraduate
BIOL,3315,Epigenetics,Undergraduate
BIOL,3318,Forensic Biology,Undergraduate
BIOL,3320,Applied Genetics,Undergraduate
BIOL,3325,Drug Development to Clinical Trials,Undergraduate
BIOL,3335,Microbial Physiology,Undergraduate
BIOL,3336,Protein and Nucleic Acid Structure,Undergraduate
BIOL,3337,Bioinformatics,Undergraduate
BIOL,3351,Medical Cell Biology,Undergraduate
BIOL,3355,Clinical Pathophysiology,Undergraduate
BIOL,3357,Mammalian Physiology with Lab,Undergraduate
BIOL,3361,Biochemistry I,Undergraduate
BIOL,3362,Biochemistry II,Undergraduate
BIOL,3370,Exercise Physiology,Undergraduate
BIOL,3380,Biochemistry Laboratory,Undergraduate
BIOL,3385,Medical Histology,Undergraduate
BIOL,3388,Honey Bee Biology,Undergraduate
BIOL,3401,Genetics,Undergraduate
BIOL,3402,Molecular and Cell Biology,Undergraduate
BIOL,3455,Human Anatomy and Physiology with Lab I,Undergraduate
BIOL,3456,Human Anatomy and Physiology with Lab II,Undergraduate
BIOL,3461,Biochemistry I,Undergraduate
BIOL,3462,Biochemistry II,Undergraduate
BIOL,3520,General Microbiology with Lab,Undergraduate
BIOL,3V00,Topics in Biological Sciences  - Clinical Pathophysiology,Undergraduate
BIOL,3V15,Research Practicum for UT-PACT,Undergraduate
BIOL,3V81,Clinical Medicine I,Undergraduate
BIOL,3V82,Clinical Medicine II,Undergraduate
BIOL,3V83,Clinical Medicine III,Undergraduate
BIOL,3V84,Clinical Medicine IV,Undergraduate
BIOL,3V90,Undergraduate Readings in Biology,Undergraduate
BIOL,3V91,Undergraduate Research in Biology,Undergraduate
BIOL,4302,TA Apprenticeship,Undergraduate
BIOL,4305,Molecular Evolution  - Molecular Evolution,Undergraduate
BIOL,4308,Developmental Biology,Undergraduate
BIOL,4310,Cellular Microbiology,Undergraduate
BIOL,4315,Genes  Disease and Therapeutics,Undergraduate
BIOL,4325,Nutrition and Metabolism,Undergraduate
BIOL,4330,Advanced Research in Molecular and Cell Biology,Undergraduate
BIOL,4345,Immunobiology,Undergraduate
BIOL,4350,Medical Microbiology,Undergraduate
BIOL,4353,Molecular Biology of HIV AIDS,Undergraduate
BIOL,4356,Molecular Neuropathology,Undergraduate
BIOL,4357,Molecular Neuropathology II,Undergraduate
BIOL,4360,Evolution and Development,Undergraduate
BIOL,4366,Molecular Biology of Cancer,Undergraduate
BIOL,4371,General and Molecular Virology,Undergraduate
BIOL,4380,Cell and Molecular Biology Laboratory,Undergraduate
BIOL,4385,Oral Histology and Embryology,Undergraduate
BIOL,4461,Biophysical Chemistry,Undergraduate
BIOL,4V00,Special Topics in Biology  - Applied Genetics,Undergraduate
BIOL,4V01,Topics in Biological Sciences with Lab  - Mammalian Physiology With Lab,Undergraduate
BIOL,4V40,Special Topics in Molecular and Cell Biology  - Molecular Evolution,Undergraduate
BIOL,4V95,Advanced Topics in Biology  - Capstone Seminar/thesis,Undergraduate
BIOL,5312,Programming in the Biological Sciences for Graduate Students,Graduate
BIOL,5324,Ecology,Graduate
BIOL,5325,Nutritional Physiology,Graduate
BIOL,5330,Emerging Topics in Biology,Graduate
BIOL,5370,Host-Pathogen Interactions,Graduate
BIOL,5375,Genes to Genomes,Graduate
BIOL,5376,Applied Bioinformatics,Graduate
BIOL,5381,Genomics,Graduate
BIOL,5382,Applied Genomics,Graduate
BIOL,5385,Computational Molecular Evolution,Graduate
BIOL,5410,Biochemistry,Graduate
BIOL,5420,Molecular Biology,Graduate
BIOL,5440,Cell Biology,Graduate
BIOL,5460,Quantitative Biology,Graduate
BIOL,5V00,Topics in Biological Sciences  - Stem Cell Biology,Graduate
BIOL,5V01,Topics in Biological Sciences  - Graduate Cell Biology Lab,Graduate
BIOL,5V95,Advanced Topics in Molecular and Cell Biology  Individual Instruction  - Molecular Neuropathology II,Graduate
BIOL,6100,Biological Sciences Department Seminar,Graduate
BIOL,6111,Graduate Research Presentation,Graduate
BIOL,6193,Colloquium in Molecular and Cell Biology,Graduate
BIOL,6252,Current Research in Molecular Biology,Graduate
BIOL,6315,Epigenetics  - Epigenetics,Graduate
BIOL,6331,Molecular Genetics,Graduate
BIOL,6333,Macromolecules  Structure  Function  and Dynamics,Graduate
BIOL,6337,Regulation of Gene Expression,Graduate
BIOL,6341,Oncogenes,Graduate
BIOL,6342,Stem Cell Biology in Development  Regeneration  and Cancer,Graduate
BIOL,6343,Molecular Neuropathology,Graduate
BIOL,6344,Molecular Neuropathology II,Graduate
BIOL,6345,Molecular Basis of Acquired Immune Deficiency Syndrome,Graduate
BIOL,6351,Cellular and Molecular Biology of the Immune System,Graduate
BIOL,6352,Modern Biochemistry I,Graduate
BIOL,6353,Modern Biochemistry II,Graduate
BIOL,6354,Microbial Physiology,Graduate
BIOL,6355,The Nucleus,Graduate
BIOL,6356,Eukaryotic Molecular and Cell Biology,Graduate
BIOL,6360,Medical Cell Biology for Biotechnology,Graduate
BIOL,6370,Microbial Genetics,Graduate
BIOL,6373,Proteomics,Graduate
BIOL,6384,Biotechnology Laboratory,Graduate
BIOL,6385,Computational Biology,Graduate
BIOL,6398,The Art of Scientific Writing,Graduate
BIOL,6399,Inner Workings of the Pharmaceutical Industry,Graduate
BIOL,6684,Biotechnology Laboratory,Graduate
BIOL,6V00,Topics in Biological Sciences  - Intro. Programming Bio. Sci,Graduate
BIOL,6V02,The Art of Scientific Presentation,Graduate
BIOL,6V03,Research in Molecular and Cell Biology,Graduate
BIOL,6V29,Topics in Molecular Biology  - Post-transcriptional Gene Cont,Graduate
BIOL,6V39,Topics in Biophysics  - Practical Research Computing,Graduate
BIOL,6V49,Topics in Cell Biology  - The Nucleus,Graduate
BIOL,6V50,Internship in Biotechnology Biomedicine,Graduate
BIOL,6V51,Biotechnology Project Design,Graduate
BIOL,6V95,Advanced Topics in Molecular and Cell Biology  Individual Instruction  - Molecular Evolution,Graduate
BIOL,8V01,Research in Molecular and Cell Biology,Graduate
BIS,1100,Interdisciplinary Studies Freshman Seminar,Undergraduate
BIS,2190,Library Research Skills,Undergraduate
BIS,3190,Library Research Skills,Undergraduate
BIS,3320,The Nature of Intellectual Inquiry,Undergraduate
BIS,4306,Strategies for Diversity in Education,Undergraduate
BIS,4310,Co-op Education,Undergraduate
BIS,4V02,Independent Study,Undergraduate
BIS,4V04,Internship,Undergraduate
BLAW,2301,Business and Public Law,Undergraduate
BLAW,3301,Employment Law,Undergraduate
BLAW,4301,International Law,Undergraduate
BLAW,4305,Introduction to Patent Law,Undergraduate
BLAW,4310,Current Issues in Business and Law,Undergraduate
BMEN,1100,Introduction to Bioengineering I,Undergraduate
BMEN,1208,Introduction to Bioengineering II,Undergraduate
BMEN,1300,Introduction to Biomedical Engineering Computing,Undergraduate
BMEN,2320,Statics,Undergraduate
BMEN,3120,Biomedical Circuits and Instrumentation Laboratory,Undergraduate
BMEN,3130,Engineering Physiology Laboratory,Undergraduate
BMEN,3150,Biomedical Engineering Laboratory,Undergraduate
BMEN,3200,Biomedical Engineering Fundamentals and Design,Undergraduate
BMEN,3220,Electrical and Electronic Circuits in Biomedical Engineering Lab,Undergraduate
BMEN,3302,Bioengineering Signals and Systems,Undergraduate
BMEN,3310,Fluid Mechanics and Transport Processes in Biomedical Engineering,Undergraduate
BMEN,3315,Thermodynamics and Physical Chemistry in Biomedical Engineering,Undergraduate
BMEN,3318,Introduction to Engineered Biomaterials,Undergraduate
BMEN,3320,Electrical and Electronic Circuits in Biomedical Engineering,Undergraduate
BMEN,3325,Advanced Computational Tools for Biomedical Engineering,Undergraduate
BMEN,3330,Engineering Physiology of the Human Body,Undergraduate
BMEN,3331,Cell and Molecular Engineering,Undergraduate
BMEN,3332,Quantitative Physiology for Engineers,Undergraduate
BMEN,3341,Probability Theory and Statistics for Biomedical Engineers,Undergraduate
BMEN,3350,Biomedical Component and System Design,Undergraduate
BMEN,3370,Digital Circuits,Undergraduate
BMEN,3380,Medical Imaging Systems and Methods,Undergraduate
BMEN,3399,Introductory Biomechanics,Undergraduate
BMEN,3402,Signals and Systems for Biomedical Engineering,Undergraduate
BMEN,4110,Biomedical Feedback Systems Laboratory,Undergraduate
BMEN,4301,Introduction to Medical Device Development,Undergraduate
BMEN,4310,Feedback Systems in Biomedical Engineering,Undergraduate
BMEN,4320,Intermediate Electrical Systems,Undergraduate
BMEN,4330,Advanced Engineering Physiology of the Human Body,Undergraduate
BMEN,4341,Immunoengineering,Undergraduate
BMEN,4342,Introduction to Robotics  - Introduction to Robotics,Undergraduate
BMEN,4355,Finite Element Analysis in Biomedical Engineering,Undergraduate
BMEN,4360,Biomaterials and Medical Devices,Undergraduate
BMEN,4370,Biomedical Image Processing,Undergraduate
BMEN,4371,Introduction to Biophotonics,Undergraduate
BMEN,4388,Senior Design Project I,Undergraduate
BMEN,4389,Senior Design Project II,Undergraduate
BMEN,4V95,Undergraduate Topics in Biomedical Engineering  - Intro Material Sci in Bio Engr,Undergraduate
BMEN,4V97,Independent Study in Biomedical Engineering,Undergraduate
BMEN,4V98,Engineering Practicum,Undergraduate
BMEN,6201,Career Development Skills for Biomedical Engineers MS,Graduate
BMEN,6203,Research Skills for Biomedical Engineers MS,Graduate
BMEN,6302,Dynamics of Complex Networks and Systems,Graduate
BMEN,6315,Advanced Biomaterials Technologies and Applications to Medical Devices,Graduate
BMEN,6321,Polymers for Biomedical Applications,Graduate
BMEN,6324,Robot Control,Graduate
BMEN,6328,Data Science in Digital Health Systems  - Data Science in Digital Health,Graduate
BMEN,6329,Introduction to the Medical Device Industry,Graduate
BMEN,6330,Introduction to Medical Device Development,Graduate
BMEN,6331,Medical Device Regulations and Regulatory Strategy,Graduate
BMEN,6337,Good Manufacturing Practices,Graduate
BMEN,6338,Six Sigma Yellow Belt for Biomedical Engineers,Graduate
BMEN,6342,Biomaterials and Medical Devices,Graduate
BMEN,6345,Self-Assembly of Biomaterials,Graduate
BMEN,6351,Biomedical Microdevices,Graduate
BMEN,6355,Nanotechnology and Sensors,Graduate
BMEN,6365,Biomedical Image Processing,Graduate
BMEN,6366,Image-Guided Drug Delivery,Graduate
BMEN,6367,Artificial Intelligence in Biomedical Engineering,Graduate
BMEN,6368,Cancer  Pathology-Therapeutics,Graduate
BMEN,6371,Bioelectric Systems,Graduate
BMEN,6372,Engineering Systems  Modeling and Simulation,Graduate
BMEN,6373,Anatomy and Human Physiology for Engineers,Graduate
BMEN,6374,Genes  Proteins and Cell Biology for Engineers,Graduate
BMEN,6375,Techniques in Cell and Molecular Biology,Graduate
BMEN,6377,Introduction to Protein Engineering,Graduate
BMEN,6378,Mechanobiology for Engineers,Graduate
BMEN,6379,Mechanics of Soft Tissues,Graduate
BMEN,6382,Systems Biology,Graduate
BMEN,6387,Applied Bioinformatics,Graduate
BMEN,6388,Nonlinear Systems,Graduate
BMEN,6389,Computational Biology,Graduate
BMEN,6391,Proteomics,Graduate
BMEN,6392,Bioinstrumentation and Systems,Graduate
BMEN,6393,Neural Engineering Methods and Applications,Graduate
BMEN,6394,Medical Imaging Techniques and Image Processing,Graduate
BMEN,6395,Advanced Topics in Neuroscience for Engineers,Graduate
BMEN,6396,CRISPR and Genome Editing,Graduate
BMEN,6V40,Individual Instruction in Biomedical Engineering,Graduate
BMEN,6V70,Research in Biomedical Engineering,Graduate
BMEN,6V87,Special Topics in Biomedical Engineering  - Bioelectric Systems,Graduate
BMEN,6V98,Thesis,Graduate
BMEN,7088,Departmental Seminar in Biomedical Engineering,Graduate
BMEN,7188,Advanced Seminars in Biomedical Engineering  - Basic/translational Frontiers,Graduate
BMEN,7189,Advanced Seminars in Biomedical Engineering II,Graduate
BMEN,7203,Research Skills for Biomedical Engineers PhD,Graduate
BMEN,7340,Experimental Methods and Statistical Analysis,Graduate
BMEN,7341,Biostatistics,Graduate
BMEN,7342,Design of Experiments,Graduate
BMEN,7V87,Advanced Topics in Biomedical Engineering  - Design of Experiments,Graduate
BMEN,8188,Advanced Seminars in Biomedical Engineering III  - Basic/translational Frontiers,Graduate
BMEN,8V70,Advanced Research In Biomedical Engineering,Graduate
BMEN,8V99,Dissertation,Graduate
BPS,4300,Senior Project,Undergraduate
BPS,4305,Strategic Management,Undergraduate
BPS,4395,Capstone Senior Project - Business,Undergraduate
BPS,4396,Social Impact and Community Engagement,Undergraduate
BPS,6310,Strategic Management,Graduate
BPS,6311,Strategy Implementation,Graduate
BPS,6332,Strategic Leadership,Graduate
BPS,6360,Management and Organizational Consulting  Theory and Practice,Graduate
BPS,6379,Business Strategies for Sustainability,Graduate
BPS,7300,Advanced Strategic Management Seminar I,Graduate
BPS,7301,Advanced Strategic Management Seminar II,Graduate
BPS,7302,Research Methodology,Graduate
BPS,7303,Doctoral Teaching and Writing Seminar,Graduate
